ID_CONSULTATION;CONSULTATION_DATE;SYMPTOMS;DIAGNOSIS;PET_WEIGHT;ID_PET;PET_NAME;SPECIES;BREED;PET_BIRTH_DATE;PET_GENDER;ID_TUTOR;TUTOR_NAME;ID_VACCINE;VACCINE_NAME;VACCINE_APPLICATION_DATE;VACCINE_EXPIRATION_DATE;ID_MEDICAL_RECORD;PET_BLOOD_TYPE;PET_ALLERGY;CHRONIC_PET_DISEASE;IS_CASTRATED_PET;LATEST_UPDATE_MEDICAL_RECORD;ID_CLINIC;CLINIC_NAME;RISK
80;25/07/2026;Otite recorrente;Alergia alimentar suspeita;6,31;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;48;Giárdia;10/03/2026;10/03/2027;16;DEA 1.1+;Alergia alimentar (proteína animal);Dermatite alérgica recorrente;N;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
80;25/07/2026;Otite recorrente;Alergia alimentar suspeita;6,31;16;Fred;Cachorro;Dachshund;26/05/2024 09:00;Fêmea;1;Ana Beatriz Souza;49;Antirrábica;07/05/2026;07/05/2027;16;DEA 1.1+;;Cardiopatia valvar degenerativa;S;08/08/2026 09:00;2;Hospital Veterinário Amigo Fiel;1
81;17/11/2024;Bom estado geral;Sem alterações significativas;3,38;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;50;Antirrábica;13/11/2024;13/11/2025;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;0
81;17/11/2024;Bom estado geral;Sem alterações significativas;3,38;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;51;Gripe Canina (V4);06/10/2025;06/10/2026;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;0
81;17/11/2024;Bom estado geral;Sem alterações significativas;3,38;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;52;Leishmaniose;05/03/2026;05/03/2027;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;0
81;17/11/2024;Bom estado geral;Sem alterações significativas;3,38;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;53;V10 (Polivalente);02/11/2025;02/11/2026;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;0
82;08/08/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;3,29;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;50;Antirrábica;13/11/2024;13/11/2025;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
82;08/08/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;3,29;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;51;Gripe Canina (V4);06/10/2025;06/10/2026;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
82;08/08/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;3,29;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;52;Leishmaniose;05/03/2026;05/03/2027;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
82;08/08/2025;Cansaço fácil;Doença valvar degenerativa - fase inicial;3,29;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;53;V10 (Polivalente);02/11/2025;02/11/2026;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
83;19/10/2025;Respiração ofegante;Insuficiência cardíaca compensada;3,15;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;50;Antirrábica;13/11/2024;13/11/2025;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
83;19/10/2025;Respiração ofegante;Insuficiência cardíaca compensada;3,15;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;51;Gripe Canina (V4);06/10/2025;06/10/2026;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
83;19/10/2025;Respiração ofegante;Insuficiência cardíaca compensada;3,15;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;52;Leishmaniose;05/03/2026;05/03/2027;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
83;19/10/2025;Respiração ofegante;Insuficiência cardíaca compensada;3,15;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;53;V10 (Polivalente);02/11/2025;02/11/2026;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
84;07/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;3,09;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;50;Antirrábica;13/11/2024;13/11/2025;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
84;07/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;3,09;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;51;Gripe Canina (V4);06/10/2025;06/10/2026;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
84;07/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;3,09;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;52;Leishmaniose;05/03/2026;05/03/2027;17;DEA 4+;;Cardiopatia valvar degenerativa;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
84;07/08/2026;Síncope leve (desmaio breve);Piora do quadro cardíaco - ajuste de medicação;3,09;17;Nala;Cachorro;Yorkshire;02/07/2015 09:00;Macho;2;Carlos Eduardo Lima;53;V10 (Polivalente);02/11/2025;02/11/2026;17;DEA 4+;Alergia alimentar (proteína animal);Diabetes mellitus;S;26/07/2026 09:00;3;PetCare Clínica Veterinária;1
85;28/01/2025;Nenhum sintoma - checkup de rotina;Sem alterações significativas;3,49;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;54;V4 Felina;01/07/2026;01/07/2027;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
85;28/01/2025;Nenhum sintoma - checkup de rotina;Sem alterações significativas;3,49;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;55;Leucemia Felina (FeLV);15/11/2025;15/11/2026;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
86;11/04/2025;Aumento de apetite com perda de peso;Diabetes mellitus diagnosticada;3,37;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;54;V4 Felina;01/07/2026;01/07/2027;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
86;11/04/2025;Aumento de apetite com perda de peso;Diabetes mellitus diagnosticada;3,37;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;55;Leucemia Felina (FeLV);15/11/2025;15/11/2026;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
87;02/06/2025;Urina em excesso;Diabetes em ajuste de dose de insulina;3,25;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;54;V4 Felina;01/07/2026;01/07/2027;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
87;02/06/2025;Urina em excesso;Diabetes em ajuste de dose de insulina;3,25;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;55;Leucemia Felina (FeLV);15/11/2025;15/11/2026;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
88;04/03/2026;Fraqueza;Diabetes controlada - reavaliação;3,14;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;54;V4 Felina;01/07/2026;01/07/2027;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
88;04/03/2026;Fraqueza;Diabetes controlada - reavaliação;3,14;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;55;Leucemia Felina (FeLV);15/11/2025;15/11/2026;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
89;24/06/2026;Fraqueza;Diabetes controlada - reavaliação;3,03;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;54;V4 Felina;01/07/2026;01/07/2027;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
89;24/06/2026;Fraqueza;Diabetes controlada - reavaliação;3,03;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;55;Leucemia Felina (FeLV);15/11/2025;15/11/2026;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
90;22/07/2026;Fraqueza;Diabetes controlada - reavaliação;3,05;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;54;V4 Felina;01/07/2026;01/07/2027;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
90;22/07/2026;Fraqueza;Diabetes controlada - reavaliação;3,05;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;55;Leucemia Felina (FeLV);15/11/2025;15/11/2026;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
91;07/09/2026;Fraqueza;Diabetes controlada - reavaliação;3,03;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;54;V4 Felina;01/07/2026;01/07/2027;18;A;Alergia alimentar (proteína animal);Diabetes mellitus;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
91;07/09/2026;Fraqueza;Diabetes controlada - reavaliação;3,03;18;Duke;Gato;Siamês;18/06/2018 09:00;Macho;3;Mariana Ferreira Costa;55;Leucemia Felina (FeLV);15/11/2025;15/11/2026;18;A;;;S;05/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;1
92;25/12/2024;Nenhum sintoma - checkup de rotina;Check-up preventivo normal;29,78;19;Pipoca;Cachorro;Golden Retriever;31/03/2017 09:00;Fêmea;4;João Pedro Almeida;56;Antirrábica;24/05/2026;24/05/2027;19;DEA 1.1+;;;S;04/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
92;25/12/2024;Nenhum sintoma - checkup de rotina;Check-up preventivo normal;29,78;19;Pipoca;Cachorro;Golden Retriever;31/03/2017 09:00;Fêmea;4;João Pedro Almeida;57;Giárdia;11/05/2025;11/05/2026;19;DEA 1.1+;;;S;04/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
93;07/04/2025;Nenhum sintoma - checkup de rotina;Animal hígido;30,13;19;Pipoca;Cachorro;Golden Retriever;31/03/2017 09:00;Fêmea;4;João Pedro Almeida;56;Antirrábica;24/05/2026;24/05/2027;19;DEA 1.1+;;;S;04/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
93;07/04/2025;Nenhum sintoma - checkup de rotina;Animal hígido;30,13;19;Pipoca;Cachorro;Golden Retriever;31/03/2017 09:00;Fêmea;4;João Pedro Almeida;57;Giárdia;11/05/2025;11/05/2026;19;DEA 1.1+;;;S;04/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
94;06/08/2026;Leve apatia;Check-up preventivo normal;30,63;19;Pipoca;Cachorro;Golden Retriever;31/03/2017 09:00;Fêmea;4;João Pedro Almeida;56;Antirrábica;24/05/2026;24/05/2027;19;DEA 1.1+;;;S;04/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
94;06/08/2026;Leve apatia;Check-up preventivo normal;30,63;19;Pipoca;Cachorro;Golden Retriever;31/03/2017 09:00;Fêmea;4;João Pedro Almeida;57;Giárdia;11/05/2025;11/05/2026;19;DEA 1.1+;;Obesidade / risco de resistência à insulina;S;04/08/2026 09:00;1;Clínica VidaPet - Unidade Moema;0
95;27/10/2024;Leve apatia;Animal hígido;4,35;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;58;V4 Felina;13/04/2025;13/04/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;0
95;27/10/2024;Leve apatia;Animal hígido;4,35;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;59;V5 Felina;06/02/2025;06/02/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;0
96;21/11/2024;Dificuldade de locomoção;Obesidade grau I;4,51;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;58;V4 Felina;13/04/2025;13/04/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
96;21/11/2024;Dificuldade de locomoção;Obesidade grau I;4,51;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;59;V5 Felina;06/02/2025;06/02/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
97;05/12/2024;Apetite aumentado;Obesidade grau II - risco metabólico;4,74;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;58;V4 Felina;13/04/2025;13/04/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
97;05/12/2024;Apetite aumentado;Obesidade grau II - risco metabólico;4,74;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;59;V5 Felina;06/02/2025;06/02/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
98;05/02/2025;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);4,9;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;58;V4 Felina;13/04/2025;13/04/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
98;05/02/2025;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);4,9;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;59;V5 Felina;06/02/2025;06/02/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
99;24/06/2025;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,19;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;58;V4 Felina;13/04/2025;13/04/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
99;24/06/2025;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,19;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;59;V5 Felina;06/02/2025;06/02/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
100;09/08/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,51;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;58;V4 Felina;13/04/2025;13/04/2026;20;A;;Obesidade / risco de resistência à insulina;S;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;1
100;09/08/2026;Leve falta de ar;Pré-diabetes (glicemia levemente elevada);5,51;20;Bento;Gato;Maine Coon;27/12/2019 09:00;Macho;5;Fernanda Rocha Silva;59;V5 Felina;06/02/2025;06/02/2026;20;A;;;;08/07/2026 09:00;4;Clínica Veterinária Bicho Manso;0
